"start_sites_sitename","start_Date","start_climvar.val","start_climvar.class","month","end_Date","rep.yrs","nyears","n.missing"
"Ordway-Swisher",1930,"4.70000028610229","pet",5,1932,3,3,0
"Yosemite_National_Park",1901,"NaN","dtr",5,2019,119,119,0
"Yosemite_National_Park",1901,"NaN","pet",5,2019,119,119,0
"Wind_River",1934,"3.40000009536743","pet",5,1936,3,3,0
"Wind_River",1901,"NaN","wet",5,2019,119,119,0
"Utah_Forest_Dynamics_Plot",1901,"NaN","dtr",5,2019,119,119,0
"Utah_Forest_Dynamics_Plot",1901,"NaN","pet",5,2019,119,119,0
"Utah_Forest_Dynamics_Plot",1901,"NaN","wet",5,2019,119,119,0
"Huai_Kha_Khaeng",1901,"10.9000005722046","dtr",5,1936,36,36,0
"Huai_Kha_Khaeng",1907,"3.5","pet",5,1911,5,5,0
"Huai_Kha_Khaeng",1913,"3.5","pet",5,1917,5,5,0
"Huai_Kha_Khaeng",2000,"21.3999996185303","tmn",5,2002,3,3,0
"Huai_Kha_Khaeng",2000,"21.3999996185303","tmn",5,2002,3,3,0
"Barro_Colorado_Island",1901,"6.59999990463257","dtr",5,1940,40,40,0
"Barro_Colorado_Island",1992,"6.59999990463257","dtr",5,1997,6,6,0
"Barro_Colorado_Island",1949,"6.59999990463257","dtr",5,1952,4,4,0
"Barro_Colorado_Island",1999,"6.59999990463257","dtr",5,2002,4,4,0
"Barro_Colorado_Island",1946,"6.80000019073486","dtr",5,1948,3,3,0
"Barro_Colorado_Island",1901,"3.60000014305115","pet",5,1914,14,14,0
"Barro_Colorado_Island",1928,"3.60000014305115","pet",5,1931,4,4,0
"Barro_Colorado_Island",1974,"3.5","pet",5,1977,4,4,0
"Barro_Colorado_Island",2009,"3.70000004768372","pet",5,2012,4,4,0
"Barro_Colorado_Island",1957,"3.90000009536743","pet",5,1959,3,3,0
"Barro_Colorado_Island",1965,"3.70000004768372","pet",5,1967,3,3,0
"Barro_Colorado_Island",1901,"276.69015264969","pre",5,1925,25,25,0
"Barro_Colorado_Island",1901,"23.6000003814697","tmn",5,1914,14,14,0
"Barro_Colorado_Island",1901,"26.8999996185303","tmp",5,1914,14,14,0
"Barro_Colorado_Island",1901,"23.6000003814697","tmn",5,1914,14,14,0
"Barro_Colorado_Island",1901,"30.2000007629395","tmx",5,1914,14,14,0
"Barro_Colorado_Island",1974,"29.5","tmx",5,1976,3,3,0
"Barro_Colorado_Island",1901,"NaN","wet",5,2019,119,119,0
"Zofin",1912,"2.90000009536743","pet",5,1914,3,3,0
"Scotty_Creek",2016,"3.40000009536743","pet",5,2018,3,3,0
"Harvard_Forest",2017,"4.30000019073486","pet",6,2019,3,3,0
"Smithsonian_Conservation_Biology_Institute",2016,"29.3999996185303","tmx",6,2018,3,3,0
"Lilly_Dickey_Woods",2009,"4.5","pet",6,2011,3,3,0
"Ordway-Swisher",1939,"4.40000009536743","pet",6,1941,3,3,0
"Ordway-Swisher",1954,"4.80000019073486","pet",6,1956,3,3,0
"Ordway-Swisher",1986,"4.59999990463257","pet",6,1988,3,3,0
"Ordway-Swisher",1995,"4.30000019073486","pet",6,1997,3,3,0
"Yosemite_National_Park",1901,"NaN","dtr",6,2019,119,119,0
"Yosemite_National_Park",1901,"NaN","pet",6,2019,119,119,0
"Wind_River",2010,"3.20000004768372","pet",6,2012,3,3,0
"Wind_River",1901,"NaN","wet",6,2019,119,119,0
"Utah_Forest_Dynamics_Plot",1901,"NaN","dtr",6,2019,119,119,0
"Utah_Forest_Dynamics_Plot",1901,"NaN","pet",6,2019,119,119,0
"Utah_Forest_Dynamics_Plot",1901,"NaN","wet",6,2019,119,119,0
"Huai_Kha_Khaeng",1901,"8.10000038146973","dtr",6,1936,36,36,0
"Huai_Kha_Khaeng",1908,"2.79999995231628","pet",6,1911,4,4,0
"Huai_Kha_Khaeng",1913,"2.79999995231628","pet",6,1916,4,4,0
"Huai_Kha_Khaeng",1987,"2.79999995231628","pet",6,1990,4,4,0
"Huai_Kha_Khaeng",1901,"2.90000009536743","pet",6,1903,3,3,0
"Huai_Kha_Khaeng",1905,"2.90000009536743","pet",6,1907,3,3,0
"Huai_Kha_Khaeng",1919,"2.79999995231628","pet",6,1921,3,3,0
"Huai_Kha_Khaeng",1922,"2.70000004768372","pet",6,1924,3,3,0
"Huai_Kha_Khaeng",1948,"2.90000009536743","pet",6,1950,3,3,0
"Huai_Kha_Khaeng",1956,"2.90000009536743","pet",6,1958,3,3,0
"Huai_Kha_Khaeng",1999,"25.7000007629395","tmp",6,2001,3,3,0
"Barro_Colorado_Island",1901,"6.30000019073486","dtr",6,1940,40,40,0
"Barro_Colorado_Island",1990,"6.30000019073486","dtr",6,1996,7,7,0
"Barro_Colorado_Island",1949,"6.30000019073486","dtr",6,1952,4,4,0
"Barro_Colorado_Island",1999,"6.30000019073486","dtr",6,2002,4,4,0
"Barro_Colorado_Island",2013,"6.09999990463257","dtr",6,2016,4,4,0
"Barro_Colorado_Island",1901,"3.40000009536743","pet",6,1916,16,16,0
"Barro_Colorado_Island",1934,"3.40000009536743","pet",6,1940,7,7,0
"Barro_Colorado_Island",2007,"3.40000009536743","pet",6,2010,4,4,0
"Barro_Colorado_Island",1927,"3.29999995231628","pet",6,1929,3,3,0
"Barro_Colorado_Island",1931,"3.29999995231628","pet",6,1933,3,3,0
"Barro_Colorado_Island",1988,"3.20000004768372","pet",6,1990,3,3,0
"Barro_Colorado_Island",2013,"3.40000009536743","pet",6,2015,3,3,0
"Barro_Colorado_Island",1901,"275.840469616877","pre",6,1925,25,25,0
"Barro_Colorado_Island",1901,"22.8999996185303","tmn",6,1914,14,14,0
"Barro_Colorado_Island",1927,"22.8000011444092","tmn",6,1930,4,4,0
"Barro_Colorado_Island",1901,"26","tmp",6,1914,14,14,0
"Barro_Colorado_Island",1927,"25.8999996185303","tmp",6,1930,4,4,0
"Barro_Colorado_Island",1901,"22.8999996185303","tmn",6,1914,14,14,0
"Barro_Colorado_Island",1927,"22.8000011444092","tmn",6,1930,4,4,0
"Barro_Colorado_Island",1901,"29.2000007629395","tmx",6,1914,14,14,0
"Barro_Colorado_Island",1927,"29.1000003814697","tmx",6,1930,4,4,0
"Barro_Colorado_Island",1901,"NaN","wet",6,2019,119,119,0
"Zofin",1961,"10.8000001907349","dtr",6,1963,3,3,0
"Scotty_Creek",1917,"3.40000009536743","pet",6,1919,3,3,0
"Scotty_Creek",1930,"3.5","pet",6,1932,3,3,0
"Scotty_Creek",1999,"3.70000004768372","pet",6,2001,3,3,0
"Smithsonian_Environmental_Research_Center",1960,"10.6999998092651","dtr",7,1962,3,3,0
"Harvard_Forest",2010,"4.80000019073486","pet",7,2012,3,3,0
"Smithsonian_Conservation_Biology_Institute",1953,"4.90000009536743","pet",7,1955,3,3,0
"Smithsonian_Conservation_Biology_Institute",1959,"4.09999990463257","pet",7,1961,3,3,0
"Smithsonian_Conservation_Biology_Institute",2010,"4.90000009536743","pet",7,2012,3,3,0
"Smithsonian_Conservation_Biology_Institute",1993,"18.2000007629395","tmn",7,1995,3,3,0
"Smithsonian_Conservation_Biology_Institute",1993,"18.2000007629395","tmn",7,1995,3,3,0
"Ordway-Swisher",1948,"11.1000003814697","dtr",7,1950,3,3,0
"Ordway-Swisher",1995,"4.40000009536743","pet",7,1997,3,3,0
"Ordway-Swisher",1998,"4.5","pet",7,2000,3,3,0
"Yosemite_National_Park",1901,"NaN","dtr",7,2019,119,119,0
"Yosemite_National_Park",1901,"NaN","pet",7,2019,119,119,0
"Yosemite_National_Park",1926,"0.049999997","wet",7,1928,3,3,0
"Yosemite_National_Park",2008,"0.079999998","wet",7,2010,3,3,0
"Wind_River",1901,"NaN","wet",7,2019,119,119,0
"Utah_Forest_Dynamics_Plot",1901,"NaN","dtr",7,2019,119,119,0
"Utah_Forest_Dynamics_Plot",1901,"NaN","pet",7,2019,119,119,0
"Utah_Forest_Dynamics_Plot",1901,"NaN","wet",7,2019,119,119,0
"Huai_Kha_Khaeng",1901,"8","dtr",7,1936,36,36,0
"Huai_Kha_Khaeng",1906,"2.79999995231628","pet",7,1916,11,11,0
"Huai_Kha_Khaeng",1922,"2.60000014305115","pet",7,1925,4,4,0
"Huai_Kha_Khaeng",1943,"2.79999995231628","pet",7,1946,4,4,0
"Huai_Kha_Khaeng",1926,"2.70000004768372","pet",7,1928,3,3,0
"Huai_Kha_Khaeng",1939,"2.79999995231628","pet",7,1941,3,3,0
"Huai_Kha_Khaeng",1989,"2.79999995231628","pet",7,1991,3,3,0
"Huai_Kha_Khaeng",2015,"2.79999995231628","pet",7,2017,3,3,0
"Huai_Kha_Khaeng",1948,"21.3999996185303","tmn",7,1950,3,3,0
"Huai_Kha_Khaeng",1947,"25.6000003814697","tmp",7,1949,3,3,0
"Huai_Kha_Khaeng",1951,"25.3999996185303","tmp",7,1953,3,3,0
"Huai_Kha_Khaeng",1948,"21.3999996185303","tmn",7,1950,3,3,0
"Barro_Colorado_Island",1901,"6.30000019073486","dtr",7,1940,40,40,0
"Barro_Colorado_Island",1991,"6.30000019073486","dtr",7,2008,18,18,0
"Barro_Colorado_Island",1950,"6.30000019073486","dtr",7,1952,3,3,0
"Barro_Colorado_Island",1966,"6.40000009536743","dtr",7,1968,3,3,0
"Barro_Colorado_Island",1901,"3.40000009536743","pet",7,1914,14,14,0
"Barro_Colorado_Island",1916,"3.40000009536743","pet",7,1922,7,7,0
"Barro_Colorado_Island",1935,"3.5","pet",7,1939,5,5,0
"Barro_Colorado_Island",1987,"3.40000009536743","pet",7,1990,4,4,0
"Barro_Colorado_Island",1924,"3.40000009536743","pet",7,1926,3,3,0
"Barro_Colorado_Island",1993,"3.5","pet",7,1995,3,3,0
"Barro_Colorado_Island",1901,"279.104007123861","pre",7,1925,25,25,0
"Barro_Colorado_Island",1901,"23.3000011444092","tmn",7,1914,14,14,0
"Barro_Colorado_Island",1917,"23.3000011444092","tmn",7,1921,5,5,0
"Barro_Colorado_Island",1937,"23.3000011444092","tmn",7,1939,3,3,0
"Barro_Colorado_Island",1901,"26.3999996185303","tmp",7,1914,14,14,0
"Barro_Colorado_Island",1917,"26.3999996185303","tmp",7,1921,5,5,0
"Barro_Colorado_Island",1937,"26.3999996185303","tmp",7,1939,3,3,0
"Barro_Colorado_Island",1901,"23.3000011444092","tmn",7,1914,14,14,0
"Barro_Colorado_Island",1917,"23.3000011444092","tmn",7,1921,5,5,0
"Barro_Colorado_Island",1937,"23.3000011444092","tmn",7,1939,3,3,0
"Barro_Colorado_Island",1901,"29.6000003814697","tmx",7,1914,14,14,0
"Barro_Colorado_Island",1917,"29.6000003814697","tmx",7,1921,5,5,0
"Barro_Colorado_Island",1937,"29.6000003814697","tmx",7,1939,3,3,0
"Barro_Colorado_Island",1956,"30.3000011444092","tmx",7,1958,3,3,0
"Barro_Colorado_Island",1901,"NaN","wet",7,2019,119,119,0
"Zofin",1986,"4","pet",7,1988,3,3,0
"Zofin",1960,"10.6999998092651","tmn",7,1962,3,3,0
"Zofin",1960,"10.6999998092651","tmn",7,1962,3,3,0
"Scotty_Creek",1903,"3.5","pet",7,1905,3,3,0
"Scotty_Creek",1917,"3.5","pet",7,1919,3,3,0
"Smithsonian_Environmental_Research_Center",1905,"3.90000009536743","pet",8,1907,3,3,0
"Harvard_Forest",1929,"3.40000009536743","pet",8,1931,3,3,0
"Smithsonian_Conservation_Biology_Institute",1984,"3.60000014305115","pet",8,1986,3,3,0
"Smithsonian_Conservation_Biology_Institute",1902,"22.2000007629395","tmp",8,1904,3,3,0
"Lilly_Dickey_Woods",1968,"4","pet",8,1971,4,4,0
"Lilly_Dickey_Woods",2015,"3.79999995231628","pet",8,2017,3,3,0
"Lilly_Dickey_Woods",1964,"15.1000003814697","tmn",8,1966,3,3,0
"Lilly_Dickey_Woods",1964,"15.1000003814697","tmn",8,1966,3,3,0
"Ordway-Swisher",1934,"3.79999995231628","pet",8,1936,3,3,0
"Ordway-Swisher",2002,"3.90000009536743","pet",8,2004,3,3,0
"Ordway-Swisher",1907,"32.2999992370605","tmx",8,1909,3,3,0
"Yosemite_National_Park",1901,"NaN","dtr",8,2019,119,119,0
"Yosemite_National_Park",1901,"NaN","pet",8,2019,119,119,0
"Yosemite_National_Park",1909,"0.01","wet",8,1911,3,3,0
"Wind_River",1901,"NaN","wet",8,2019,119,119,0
"Utah_Forest_Dynamics_Plot",1901,"NaN","dtr",8,2019,119,119,0
"Utah_Forest_Dynamics_Plot",1901,"NaN","pet",8,2019,119,119,0
"Utah_Forest_Dynamics_Plot",1901,"NaN","wet",8,2019,119,119,0
"Huai_Kha_Khaeng",1901,"7.59999990463257","dtr",8,1936,36,36,0
"Huai_Kha_Khaeng",1901,"2.70000004768372","pet",8,1906,6,6,0
"Huai_Kha_Khaeng",1940,"2.60000014305115","pet",8,1944,5,5,0
"Huai_Kha_Khaeng",1931,"2.5","pet",8,1934,4,4,0
"Huai_Kha_Khaeng",1948,"2.70000004768372","pet",8,1951,4,4,0
"Huai_Kha_Khaeng",1971,"2.60000014305115","pet",8,1974,4,4,0
"Huai_Kha_Khaeng",1907,"2.60000014305115","pet",8,1909,3,3,0
"Huai_Kha_Khaeng",1914,"2.60000014305115","pet",8,1916,3,3,0
"Huai_Kha_Khaeng",1962,"2.70000004768372","pet",8,1964,3,3,0
"Huai_Kha_Khaeng",1994,"2.60000014305115","pet",8,1996,3,3,0
"Huai_Kha_Khaeng",1973,"21.7000007629395","tmn",8,1975,3,3,0
"Huai_Kha_Khaeng",1983,"21.3000011444092","tmn",8,1985,3,3,0
"Huai_Kha_Khaeng",1992,"21.8999996185303","tmn",8,1994,3,3,0
"Huai_Kha_Khaeng",1973,"21.7000007629395","tmn",8,1975,3,3,0
"Huai_Kha_Khaeng",1983,"21.3000011444092","tmn",8,1985,3,3,0
"Huai_Kha_Khaeng",1992,"21.8999996185303","tmn",8,1994,3,3,0
"Huai_Kha_Khaeng",1962,"29.2000007629395","tmx",8,1964,3,3,0
"Huai_Kha_Khaeng",2012,"29.5","tmx",8,2014,3,3,0
"Barro_Colorado_Island",1901,"6.20000028610229","dtr",8,1940,40,40,0
"Barro_Colorado_Island",1991,"6.20000028610229","dtr",8,1995,5,5,0
"Barro_Colorado_Island",1999,"6.20000028610229","dtr",8,2003,5,5,0
"Barro_Colorado_Island",1949,"6.20000028610229","dtr",8,1952,4,4,0
"Barro_Colorado_Island",1984,"5.80000019073486","dtr",8,1986,3,3,0
"Barro_Colorado_Island",1901,"3.29999995231628","pet",8,1914,14,14,0
"Barro_Colorado_Island",1916,"3.29999995231628","pet",8,1925,10,10,0
"Barro_Colorado_Island",1927,"3.29999995231628","pet",8,1930,4,4,0
"Barro_Colorado_Island",1961,"3.5","pet",8,1964,4,4,0
"Barro_Colorado_Island",1901,"309.487365813934","pre",8,1925,25,25,0
"Barro_Colorado_Island",1901,"22.8000011444092","tmn",8,1914,14,14,0
"Barro_Colorado_Island",1921,"22.7000007629395","tmn",8,1923,3,3,0
"Barro_Colorado_Island",1901,"25.8999996185303","tmp",8,1914,14,14,0
"Barro_Colorado_Island",1921,"25.8000011444092","tmp",8,1923,3,3,0
"Barro_Colorado_Island",1959,"26.1000003814697","tmp",8,1961,3,3,0
"Barro_Colorado_Island",1972,"25.7000007629395","tmp",8,1974,3,3,0
"Barro_Colorado_Island",1901,"22.8000011444092","tmn",8,1914,14,14,0
"Barro_Colorado_Island",1921,"22.7000007629395","tmn",8,1923,3,3,0
"Barro_Colorado_Island",1901,"29","tmx",8,1914,14,14,0
"Barro_Colorado_Island",1921,"28.8999996185303","tmx",8,1923,3,3,0
"Barro_Colorado_Island",1901,"NaN","wet",8,2019,119,119,0
"Zofin",1908,"10.1000003814697","dtr",8,1910,3,3,0
"Scotty_Creek",1901,"2.60000014305115","pet",8,1903,3,3,0
"Niobara",1989,"15.6999998092651","dtr",8,1991,3,3,0
"Niobara",1997,"4.80000019073486","pet",8,1999,3,3,0
"Smithsonian_Environmental_Research_Center",1903,"3.29999995231628","pet",9,1905,3,3,0
"Smithsonian_Environmental_Research_Center",1976,"3.5","pet",9,1978,3,3,0
"Harvard_Forest",1924,"2.60000014305115","pet",9,1926,3,3,0
"Harvard_Forest",1989,"2.70000004768372","pet",9,1991,3,3,0
"Ordway-Swisher",1959,"26.3000011444092","tmp",9,1961,3,3,0
"Yosemite_National_Park",1901,"NaN","dtr",9,2019,119,119,0
"Yosemite_National_Park",1901,"NaN","pet",9,2019,119,119,0
"Wind_River",1968,"2.70000004768372","pet",9,1972,5,5,0
"Wind_River",1905,"2.79999995231628","pet",9,1907,3,3,0
"Wind_River",1901,"NaN","wet",9,2019,119,119,0
"Utah_Forest_Dynamics_Plot",1901,"NaN","dtr",9,2019,119,119,0
"Utah_Forest_Dynamics_Plot",1901,"NaN","pet",9,2019,119,119,0
"Utah_Forest_Dynamics_Plot",1924,"1.57128884693695","tmn",9,1926,3,3,0
"Utah_Forest_Dynamics_Plot",1924,"1.57128884693695","tmn",9,1926,3,3,0
"Utah_Forest_Dynamics_Plot",1901,"NaN","wet",9,2019,119,119,0
"Huai_Kha_Khaeng",1901,"8.30000019073486","dtr",9,1935,35,35,0
"Huai_Kha_Khaeng",1950,"8.5","dtr",9,1953,4,4,0
"Huai_Kha_Khaeng",2017,"8.80000019073486","dtr",9,2019,3,3,0
"Huai_Kha_Khaeng",1902,"2.70000004768372","pet",9,1909,8,8,0
"Huai_Kha_Khaeng",1921,"2.5","pet",9,1926,6,6,0
"Huai_Kha_Khaeng",1911,"2.70000004768372","pet",9,1915,5,5,0
"Huai_Kha_Khaeng",1963,"2.60000014305115","pet",9,1967,5,5,0
"Huai_Kha_Khaeng",1930,"2.40000009536743","pet",9,1932,3,3,0
"Huai_Kha_Khaeng",1940,"2.70000004768372","pet",9,1942,3,3,0
"Huai_Kha_Khaeng",1945,"2.60000014305115","pet",9,1947,3,3,0
"Huai_Kha_Khaeng",1956,"2.60000014305115","pet",9,1958,3,3,0
"Huai_Kha_Khaeng",1975,"2.60000014305115","pet",9,1977,3,3,0
"Huai_Kha_Khaeng",1988,"2.79999995231628","pet",9,1990,3,3,0
"Huai_Kha_Khaeng",2003,"2.5","pet",9,2005,3,3,0
